"SupportedOn","Hive","EditorDir","EditorName","Properties","Drive","Path","ADMX"
"At least Windows Server 2016 or Windows 10","Both","Applications","Microsoft Office 365 Outlook 2016","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2016 or Windows 10","Both","Applications","Microsoft Office 365 PowerPoint 2016","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2016 or Windows 10","Both","Applications","Microsoft Office 365 Project 2016","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2016 or Windows 10","Both","Applications","Microsoft Office 365 Publisher 2016","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2016 or Windows 10","Both","Applications","Microsoft Office 365 Visio 2016","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2016 or Windows 10","Both","Applications","Microsoft Office 365 Word 2016","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 2013 Common Settings","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Access 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Excel 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft InfoPath 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Lync 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 2013 Upload Center","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft OneDrive for Business 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft OneNote 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Outlook 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft PowerPoint 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Project 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Publisher 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft SharePoint Designer 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Visio 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Word 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Common 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Access 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Excel 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","InfoPath 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Lync 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","OneNote 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Outlook 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","PowerPoint 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Project 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Publisher 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","SharePoint Designer 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Visio 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Word 2013 backup only","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 Common 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 Access 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 Excel 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 InfoPath 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 Lync 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 OneNote 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 Outlook 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 PowerPoint 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 Project 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 Publisher 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 SharePoint Designer 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 Visio 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 365 Word 2013","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Office 2010 Common Settings","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Access 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Excel 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft InfoPath 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft OneNote 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Lync 2010","MicrosoftLync2010 (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Outlook 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft PowerPoint 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Project 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Publisher 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft SharePoint Workspace 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft SharePoint Designer 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Word 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Applications","Microsoft Visio 2010","","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Apps","Finance","SyncSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Windows8AppList\Microsoft.BingFinance_8wekyb3d8bbwe","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Apps","Maps","SyncSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Windows8AppList\Microsoft.BingMaps_8wekyb3d8bbwe","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Apps","News","SyncSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Windows8AppList\Microsoft.BingNews_8wekyb3d8bbwe","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Apps","Sports","SyncSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Windows8AppList\Microsoft.BingSports_8wekyb3d8bbwe","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Apps","Travel","SyncSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Windows8AppList\Microsoft.BingTravel_8wekyb3d8bbwe","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Apps","Weather","SyncSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Windows8AppList\Microsoft.BingWeather_8wekyb3d8bbwe","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Apps","Reader","SyncSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Windows8AppList\Microsoft.Reader_8wekyb3d8bbwe","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Apps","Games","SyncSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Windows8AppList\Microsoft.XboxLIVEGames_8wekyb3d8bbwe","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Apps","Music","SyncSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Windows8AppList\Microsoft.ZuneMusic_8wekyb3d8bbwe","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Apps","Video","SyncSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\Windows8AppList\Microsoft.ZuneVideo_8wekyb3d8bbwe","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Windows Components > Microsoft User Experience Virtualization","Synchronize Windows settings","DesktopSettings (boolean), EaseOfAccessSettings (boolean), ThemeSettings (boolean), RoamingCredentialSettings (boolean), NetworkPrinters (boolean)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\WindowsSettings","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Windows Components > Microsoft User Experience Virtualization","Use User Experience Virtualization (UE-V)","SyncEnabled (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Windows Components > Microsoft User Experience Virtualization","Configure Sync Method","SyncMethod (enum), SettingsImportNotifyEnabled (boolean), SettingsImportNotifyDelayInSeconds (decimal)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Windows Components > Microsoft User Experience Virtualization","VDI Configuration","VdiState (toggle), VdiCollectionName (text)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration\WindowsSettings","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Components > Microsoft User Experience Virtualization","Do not synchronize Windows Apps","DontSyncWindows8AppSettings (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Windows Components > Microsoft User Experience Virtualization","Tray Icon","TrayIconEnabled (toggle)","HKLM:\","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Windows Components > Microsoft User Experience Virtualization","First Use Notification","FirstUseNotificationEnabled (toggle)","HKLM:\","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Windows Components > Microsoft User Experience Virtualization","Sync Unlisted Windows Apps","SyncUnlistedWindows8Apps (toggle)","HKLM:\","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Windows Components > Microsoft User Experience Virtualization","Ping the settings storage location before sync","SyncProviderPingEnabled (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Components > Microsoft User Experience Virtualization","Sync settings over metered connections","SyncOverMeteredNetwork (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Components > Microsoft User Experience Virtualization","Sync settings over metered connections even when roaming","SyncOverMeteredNetworkWhenRoaming (toggle)","Both","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Windows Components > Microsoft User Experience Virtualization","Contact IT Link Text","ContactITDescription (text)","HKLM:\","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Windows Components > Microsoft User Experience Virtualization","Contact IT URL","ContactITUrl (text)","HKLM:\","Software\Policies\Microsoft\UEV\Agent\Configuration","UserExperienceVirtualization.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > User Profiles","Add the Administrators security group to roaming user profiles","AddAdminGroupToRUP (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Server 2003 operating systems, Windows XP Professional Service Pack 1, or Windows 2000 Service Pack 4","Computer","System > User Profiles","Do not check for user ownership of Roaming Profile Folders","CompatibleRUPSecurity (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","User","System > User Profiles","Connect home directory to root of the share","ConnectHomeDirToRoot (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\System","UserProfiles.admx"
"At least Windows 2000","Computer","System > User Profiles","Delete cached copies of roaming profiles","DeleteRoamingCache (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows 2000","Computer","System > User Profiles","Disable detection of slow network connections","SlowLinkDetectEnabled (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows 2000","Computer","System > User Profiles","Prompt user when a slow network connection is detected","SlowLinkUIEnabled (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows 2000","User","System > User Profiles","Exclude directories in roaming profile","ExcludeProfileDirs (text)","HKCU:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Server 2003 operating systems with SP1 or Windows XP Professional with SP2","Computer","System > User Profiles","Leave Windows Installer and Group Policy Software Installation Data","LeaveAppMgmtData (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows 2000","User","System > User Profiles","Limit profile size","EnableProfileQuota (toggle), ProfileQuotaMessage (text), MaxProfileSize (decimal), IncludeRegInProQuota (boolean), WarnUser (boolean), WarnUserTimeout (decimal)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\System","UserProfiles.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > User Profiles","Only allow local user profiles","LocalProfile (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","Computer","System > User Profiles","Establish timeout value for dialog boxes","ProfileDlgTimeOut (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows 2000","Computer","System > User Profiles","Do not log users on with temporary profiles","ProfileErrorAction (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","Computer","System > User Profiles","Maximum retries to unload and update user profile","ProfileUnloadTimeout (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > User Profiles","Prevent Roaming Profile changes from propagating to the server","ReadOnlyProfile (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows 2000","Computer","System > User Profiles","Wait for remote user profile","SlowLinkProfileDefault (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows 2000","Computer","System > User Profiles","Control slow network connection timeout for user profiles","UserProfileMinTransferRate (decimal), SlowLinkTimeOut (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Vista","Computer","System > User Profiles","Delete user profiles older than a specified number of days on system restart","CleanupProfiles (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Vista","User","System > User Profiles","Specify network directories to sync at logon/logoff time only","CscSuspendDirs (text)","HKCU:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Vista","Computer","System > User Profiles","Do not forcefully unload the users registry at user logoff","DisableForceUnload (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Vista","Computer","System > User Profiles","Set maximum wait time for the network if a user has a roaming user profile or remote home directory","WaitForNetwork (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Vista","Computer","System > User Profiles","Set roaming profile path for all users logging onto this computer","MachineProfilePath (text)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","System > User Profiles","Set the schedule for background upload of a roaming user profile's registry file while user is logged on","UploadHiveMethod (enum), UploadHiveInterval (decimal), UploadHiveTime (enum)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","System > User Profiles","User management of sharing user name, account picture, and domain information with apps (not desktop apps)","AllowUserInfoAccess (toggle), AllowUserInfoAccess (enum)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Server 2012 R2, Windows 8.1 or Windows RT 8.1","Computer","System > User Profiles","Turn off the advertising ID","DisabledByGroupPolicy (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AdvertisingInfo","UserProfiles.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","System > User Profiles","Download roaming profiles on primary computers only","PrimaryComputerEnabledRUP (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","System > User Profiles","Set user home folder","HomeDirLocation (enum), HomeDir (text), HomeDirDrive (enum)","HKLM:\","Software\Policies\Microsoft\Windows\System","UserProfiles.admx"
"Windows Server 2008 and Windows Vista","Computer","Windows Components > BitLocker Drive Encryption","Store BitLocker recovery information in Active Directory Domain Services (Windows Server 2008 and Windows Vista)","ActiveDirectoryBackup (toggle), RequireActiveDirectoryBackup (boolean), ActiveDirectoryInfoToStore (enum)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"Windows Server 2008 and Windows Vista","Computer","Windows Components > BitLocker Drive Encryption","Choose how users can recover BitLocker-protected drives (Windows Server 2008 and Windows Vista)","UseRecoveryPassword (enum), UseRecoveryDrive (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Vista","Computer","Windows Components > BitLocker Drive Encryption","Choose default folder for recovery password","DefaultRecoveryFolderPath (text)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"Windows Server 2008, Windows 7, and Windows Vista","Computer","Windows Components > BitLocker Drive Encryption","Choose drive encryption method and cipher strength (Windows Vista, Windows Server 2008, Windows 7, Windows Server 2008 R2)","EncryptionMethod (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Windows Components > BitLocker Drive Encryption","Choose drive encryption method and cipher strength (Windows 8, Windows Server 2012, Windows 8.1, Windows Server 2012 R2, Windows 10 [Version 1507])","EncryptionMethodNoDiffuser (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2016, Windows 10","Computer","Windows Components > BitLocker Drive Encryption","Choose drive encryption method and cipher strength (Windows 10 [Version 1511] and later)","EncryptionMethodWithXtsOs (enum), EncryptionMethodWithXtsFdv (enum), EncryptionMethodWithXtsRdv (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"Windows Server 2012 R2, Windows 8.1, Windows Server 2012, Windows 8, Windows Server 2008, Windows 7, and Windows Vista","Computer","Windows Components > BitLocker Drive Encryption","Prevent memory overwrite on restart","MorBehavior (toggle)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2016, Windows 10 Version 1703","Computer","Windows Components > BitLocker Drive Encryption","Disable new DMA devices when this computer is locked","DisableExternalDMAUnderLock (toggle)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2016 or Windows 10","Computer","Operating System Drives","Configure pre-boot recovery message and URL","RecoveryKeyMessageSource (enum), RecoveryKeyMessage (text), RecoveryKeyUrl (text)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Operating System Drives","Allow enhanced PINs for startup","UseEnhancedPin (toggle)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012 or Windows 8","Computer","Operating System Drives","Configure use of passwords for operating system drives","OSPassphrase (toggle), OSPassphraseComplexity (enum), OSPassphraseLength (decimal), OSPassphraseASCIIOnly (boolean)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Operating System Drives","Reset platform validation data after BitLocker recovery","TPMAutoReseal (toggle)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012 or Windows 8","Computer","Operating System Drives","Disallow standard users from changing the PIN or password","DisallowStandardUserPINReset (toggle)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Windows Components > BitLocker Drive Encryption","Provide the unique identifiers for your organization","IdentificationField (toggle), IdentificationFieldString (text), SecondaryIdentificationField (text)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Windows Components > BitLocker Drive Encryption","Validate smart card certificate usage rule compliance","CertificateOID (text)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Operating System Drives","Use enhanced Boot Configuration Data validation profile","OSUseEnhancedBcdProfile (toggle), OSBcdAdditionalSecurityCriticalSettings (multiText), OSBcdAdditionalExcludedSettings (multiText)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Operating System Drives","Choose how BitLocker-protected operating system drives can be recovered","OSRecovery (toggle), OSManageDRA (boolean), OSRecoveryPassword (enum), OSRecoveryKey (enum), OSHideRecoveryPage (boolean), OSActiveDirectoryBackup (boolean), OSRequireActiveDirectoryBackup (boolean), OSActiveDirectoryInfoToStore (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
